nombre,nivel,turno,sostenimiento,domicilio,ubicacion,colonia,alcaldia,latitud,longitud
COLEGIO KJ WOJTYLA DE MÉXICO,Primaria,MATUTINO,Particular,NUBIA 196,"NUBIA 196, EL RECREO, AZCAPOTZALCO",DEL RECREO,AZCAPOTZALCO,19.471866,-99.1827454
COLEGIO FRANCÉS HIDALGO,Primaria,MATUTINO,Particular,AV HUITZILIHUITL NO 30,"AV HUITZILIHUITL NO 30, SANTA ISABEL TOLA, GUSTAVO A. MADERO",SANTA ISABEL TOLA (PBLO),GUSTAVO A. MADERO,19.5006849,-99.1130167
ESCUELA OLIVAR DEL CONDE,Primaria,MATUTINO,Particular,ROSA CHINA NO 44,"ROSA CHINA NO 44, MOLINO DE ROSAS, ALVARO OBREGON",MOLINO DE ROSAS,ALVARO OBREGON,19.3702394,-99.2045949
COLEGIO SAGRADO CORAZON,Primaria,MATUTINO,Particular,CAMINO SANTA TERESA 950,"CAMINO SANTA TERESA 950, SANTA TERESA, LA MAGDALENA CONTRERAS",HEROES DE PADIERNA,LA MAGDALENA CONTRERAS,19.3118331,-99.22232
EDUARDO JENNER,Primaria,MATUTINO,Particular,SAN JUAN DE LOS LAGOS S/N,"SAN JUAN DE LOS LAGOS S/N, SAN FELIPE DE JESUS, GUSTAVO A. MADERO",SAN FELIPE DE JESUS IV,GUSTAVO A. MADERO,19.4961721,-99.0720099
MANUELA CATAÑO,Primaria,MATUTINO,Particular,MAGISTERIO NACIONAL NO 9,"MAGISTERIO NACIONAL NO 9, TLALPAN, TLALPAN",TLALPAN CENTRO,TLALPAN,19.2903915,-99.1642319
CRISTOBAL COLON,Primaria,MATUTINO,Particular,CHULAVISTA NO 43,"CHULAVISTA NO 43, LINDAVISTA, GUSTAVO A. MADERO",TEPEYAC INSURGENTES,GUSTAVO A. MADERO,19.4876268,-99.1195149
"""""GUADALUPE""""",Primaria,MATUTINO,Particular,AVENIDA MANAGUA NUM. 852,"AVENIDA MANAGUA NUM. 852, LINDAVISTA, GUSTAVO A. MADERO",LINDAVISTA II,GUSTAVO A. MADERO,19.4969063,-99.1286722
COLEGIO MERCEDES,Primaria,MATUTINO,Particular,AREQUIPA NO 796,"AREQUIPA NO 796, LINDAVISTA, GUSTAVO A. MADERO",LINDAVISTA I,GUSTAVO A. MADERO,19.4899451,-99.1235227
COLEGIO WALDEN DOS,Primaria,MATUTINO,Particular,XOLA 203 Y 205,"XOLA 203 Y 205, DEL VALLE, BENITO JUAREZ",DEL VALLE I,BENITO JUAREZ,19.3978806,-99.1690862
FRAY MATIAS DE CORDOVA,Primaria,MATUTINO,Particular,AV.CENTENARIO NUM.395 BIS.,"AV.CENTENARIO NUM.395 BIS., NEXTENGO, AZCAPOTZALCO",NEXTENGO (BARR),AZCAPOTZALCO,19.4739492,-99.1884537
INSTITUTO LA PAZ,Primaria,MATUTINO,Particular,PLAN DE SAN LUIS 445,"PLAN DE SAN LUIS 445, NUEVA SANTA MARIA, AZCAPOTZALCO",NUEVA SANTA MARIA,AZCAPOTZALCO,19.4624819,-99.1669911
ESTADO DE MÉXICO,Primaria,MATUTINO,Particular,FLORESTA NO. 134,"FLORESTA NO. 134, CLAVERIA, AZCAPOTZALCO",CLAVERIA,AZCAPOTZALCO,19.4680691,-99.186789
INSTITUTO ESPERANZA,Primaria,MATUTINO,Particular,GOLFO DE MEXICO NUM 19,"GOLFO DE MEXICO NUM 19, TACUBA, MIGUEL HIDALGO",TACUBA,MIGUEL HIDALGO,19.4575221,-99.187464
FRANCES PASTEUR,Primaria,MATUTINO,Particular,SCHILLER 139,"SCHILLER 139, CHAPULTEPEC MORALES, MIGUEL HIDALGO",CHAPULTEPEC MORALES (POLANCO),MIGUEL HIDALGO,19.4362455,-99.1863856
CIVILIZACION,Primaria,MATUTINO,Particular,LAGUNA SAN CRISTOBAL 50,"LAGUNA SAN CRISTOBAL 50, ANAHUAC I, MIGUEL HIDALGO",ANAHUAC I,MIGUEL HIDALGO,19.4449146,-99.1777394
FRANCISCO I. MADERO,Primaria,MATUTINO,Particular,CALLE 3 NUM 535,"CALLE 3 NUM 535, FRANCISCO I MADERO, MIGUEL HIDALGO",FRANCISCO I MADERO,MIGUEL HIDALGO,19.4470312,-99.2030801
MARGARITA NASSEAU,Primaria,MATUTINO,Particular,AV. OBSERVATORIO NO.87,"AV. OBSERVATORIO NO.87, TACUBAYA, MIGUEL HIDALGO",TACUBAYA,MIGUEL HIDALGO,19.4038177,-99.1902242
MONTESSORI KALPILLI,Primaria,MATUTINO,Particular,AV DOS NUM 48,"AV DOS NUM 48, SAN PEDRO DE LOS PINOS, BENITO JUAREZ",SAN PEDRO DE LOS  PINOS,BENITO JUAREZ,19.3928413,-99.1838799
COLEGIO MILITARIZADO MODERNO ALARID,Primaria,MATUTINO,Particular,AV REVOLUCION NO 606,"AV REVOLUCION NO 606, SAN PEDRO DE LOS PINOS, BENITO JUAREZ",SAN PEDRO DE LOS  PINOS,BENITO JUAREZ,19.3867666,-99.1862019
JUNIPERO,Primaria,MATUTINO,Particular,BONDOJITO NUM 238,"BONDOJITO NUM 238, ESTADO DE HIDALGO, ALVARO OBREGON",ESTADO DE HIDALGO,ALVARO OBREGON,19.3988436,-99.2056332
INSTITUTO ALVARO GALVEZ Y FUENTES,Primaria,MATUTINO,Particular,GREGORIO LOPEZ NUM 2,"GREGORIO LOPEZ NUM 2, SANTA FE, ALVARO OBREGON",SANTA FE,ALVARO OBREGON,19.383457,-99.2412662
COLEGIO MADRID,Primaria,MATUTINO,Particular,PUENTE NO 224,"PUENTE NO 224, HACIENDA DE SAN JUAN TLALPAN, TLALPAN",EX HACIENDA SAN JUAN DE DIOS,TLALPAN,19.2871852,-99.1343003
LIC. MANUEL G. ESCOBEDO DIAZ DE LEON,Primaria,MATUTINO,Particular,CALLEJON DE SAN JERONIMO 44,"CALLEJON DE SAN JERONIMO 44, SAN JERONIMO LIDICE, LA MAGDALENA CONTRERAS",SAN JERONIMO ACULCO - LIDICE (PBLO),LA MAGDALENA CONTRERAS,19.3194862,-99.2237566
SIMON BOLIVAR,Primaria,MATUTINO,Particular,AV RIO MIXCOAC 145,"AV RIO MIXCOAC 145, INSURGENTES MIXCOAC, BENITO JUAREZ",INSURGENTES MIXCOAC,BENITO JUAREZ,19.3712395,-99.1849844
A FAVOR DEL NIÑO,Primaria,MATUTINO,Particular,AV SAN JERONIMO 860,"AV SAN JERONIMO 860, SAN JERONIMO LIDICE, LA MAGDALENA CONTRERAS",SAN JERONIMO ACULCO - LIDICE (PBLO),LA MAGDALENA CONTRERAS,19.3289747,-99.2166629
COLEGIO OXFORD,Primaria,MATUTINO,Particular,ANTIGUO CAMINO A ACAPULCO NO 287,"ANTIGUO CAMINO A ACAPULCO NO 287, SAN ANGEL INN, ALVARO OBREGON",LOMAS DE SAN ANGEL INN,ALVARO OBREGON,19.3421447,-99.2045946
LA SALLE,Primaria,MATUTINO,Particular,FRANCIA 31,"FRANCIA 31, FLORIDA, ALVARO OBREGON",FLORIDA,ALVARO OBREGON,19.3583909,-99.1824571
ESCUELA HERMINIO ALMENDROS,Primaria,MATUTINO,Particular,CHILMALCOYOTL NO 97-A,"CHILMALCOYOTL NO 97-A, TORIELLO GUERRA, TLALPAN",TORIELLO GUERRA,TLALPAN,19.2955289,-99.1636592
PATRICIO SANZ,Primaria,MATUTINO,Particular,CANADA No. 210,"CANADA No. 210, SAN LUCAS, COYOACAN",SAN LUCAS (BARR),COYOACAN,19.3476004,-99.1529715
FUNDACION MIER Y PESADO,Primaria,MATUTINO,Particular,GENERAL ANAYA No. 371,"GENERAL ANAYA No. 371, DEL CARMEN, COYOACAN",DEL CARMEN,COYOACAN,19.3515865,-99.1544666
COLEGIO DE EDUCACIÓN INTEGRAL,Primaria,MATUTINO,Particular,SAN PEDRO NUM 44,"SAN PEDRO NUM 44, LA JOYA, TLALPAN",ISSSFAM No. 1 (U HAB)-VILLA TLALPAN,TLALPAN,19.2783087,-99.1633867
AGUSTIN GARCÍA CONDE,Primaria,MATUTINO,Particular,MORELOS NO 11,"MORELOS NO 11, TLALPAN, TLALPAN",LA MAGDALENA PETLACALCO (PBLO),TLALPAN,19.2342896,-99.1762495
"""""ALFONSO L HERRERA""""",Primaria,MATUTINO,Particular,DIEGO RIVERA No. 3,"DIEGO RIVERA No. 3, EL RELOJ, COYOACAN",EL RELOJ,COYOACAN,19.3200467,-99.1424503
COLEGIO DEL VALLE DE MÉXICO,Primaria,MATUTINO,Particular,CARRASCO NUM 29,"CARRASCO NUM 29, TORIELLO GUERRA, TLALPAN",TORIELLO GUERRA,TLALPAN,19.2956775,-99.1657341
COLEGIO OVIEDO SCHONTHAL,Primaria,MATUTINO,Particular,CALZADA DE TLALPAN 5090,"CALZADA DE TLALPAN 5090, LA JOYA, TLALPAN",LA JOYA,TLALPAN,19.278011,-99.1665628
MARTÍN DE LA CRUZ,Primaria,MATUTINO,Particular,GARGOLAS NO 110,"GARGOLAS NO 110, JARDINES DEL SUR FRACCIONAMIENTO, XOCHIMILCO",JARDINES DEL SUR,XOCHIMILCO,19.2590255,-99.1147464
CAMARA DE COMERCIO,Primaria,MATUTINO,Particular,GUANAJUATO NO. 69,"GUANAJUATO NO. 69, ROMA NORTE, CUAUHTEMOC",ROMA NORTE III,CUAUHTEMOC,19.4173172,-99.1575351
COLEGIO SIMON BOLIVAR DEL PEDREGAL,Primaria,MATUTINO,Particular,CAMINO SANTA TERESA 71,"CAMINO SANTA TERESA 71, JARDINES DEL PEDREGAL, ALVARO OBREGON",JARDINES DEL PEDREGAL,ALVARO OBREGON,19.3112615,-99.2185398
LA PAZ,Primaria,MATUTINO,Particular,PROLG 5 DE MAYO NO 283,"PROLG 5 DE MAYO NO 283, SAN PEDRO MARTIR, TLALPAN",SAN PEDRO MARTIR (PBLO),TLALPAN,19.2663815,-99.1754688
AVANTE,Primaria,MATUTINO,Particular,ADOLFO PRIETO 1810,"ADOLFO PRIETO 1810, DEL VALLE, BENITO JUAREZ",ACACIAS,BENITO JUAREZ,19.3651294,-99.1742293
INSTITUTO ALBERTO EINSTEIN,Primaria,MATUTINO,Particular,LAGO MERU 63,"LAGO MERU 63, GRANADA, MIGUEL HIDALGO",GRANADA,MIGUEL HIDALGO,19.4390181,-99.1913603
JOSÉ ENCARNACION GONZÁLEZ VILLASEÑOR,Primaria,MATUTINO,Particular,ALLENDE NO. 108,"ALLENDE NO. 108, SAN PEDRO, IZTAPALAPA",SAN PEDRO (BARR),IZTAPALAPA,19.3627104,-99.0869011
COLEGIO LUZ CASANOVA,Primaria,MATUTINO,Particular,INSURGENTES NO. 319,"INSURGENTES NO. 319, DESARROLLO URBANO QUETZALCOATL, IZTAPALAPA",DESARROLLO URBANO QUETZALCOATL  I,IZTAPALAPA,19.3372213,-99.0436571
ALBERTO GONZÁLEZ VALLE,Primaria,MATUTINO,Particular,PRIVADA CAPITÁN RODRÍGUEZ ARENAS No. 315 B,"PRIVADA CAPITÁN RODRÍGUEZ ARENAS No. 315 B, AGRICOLA PANTITLAN, IZTACALCO",PANTITLAN II,IZTACALCO,19.417384,-99.0636931
INSTITUTO JOSÉ LEVY,Primaria,MATUTINO,Particular,GENARO GARCIA No. 363,"GENARO GARCIA No. 363, JARDIN BALBUENA, VENUSTIANO CARRANZA",JARDIN BALBUENA III,VENUSTIANO CARRANZA,19.410685,-99.101613
COLEGIO SUBIACO,Primaria,MATUTINO,Particular,LAS ROSAS No. 32,"LAS ROSAS No. 32, SAN FRANCISCO CULHUACAN, COYOACAN",LA MAGDALENA CULHUACAN (BARR),COYOACAN,19.3421563,-99.1169389
COLEGIO LOS ANGELES,Primaria,MATUTINO,Particular,CARRETERA FED A CUERNAVACA KM 25 NO 7000,"CARRETERA FED A CUERNAVACA KM 25 NO 7000, SAN MIGUEL XICALCO, TLALPAN",SAN MIGUEL  XICALCO (PBLO),TLALPAN,19.2369512,-99.1593462
ESCUELA ACTIVA PAIDOS,Primaria,MATUTINO,Particular,EMILIANO ZAPATA No. 60,"EMILIANO ZAPATA No. 60, LA CANDELARIA, COYOACAN",DE LA CANDELARIA (PBLO),COYOACAN,19.3324638,-99.1474154
ESCUELA MEXICANA DEL VALLE,Primaria,MATUTINO,Particular,GABRIEL MANCERA 1611,"GABRIEL MANCERA 1611, DEL VALLE, BENITO JUAREZ",DEL VALLE VII,BENITO JUAREZ,19.3683839,-99.1687823
ABRAHAM LINCOLN,Primaria,MATUTINO,Particular,NISPERO 55 Y 57,"NISPERO 55 Y 57, SAN JOSE DE LOS CEDROS, CUAJIMALPA DE MORELOS",SAN JOSE DE LOS CEDROS I,CUAJIMALPA DE MORELOS,19.3669436,-99.289291
INSTITUTO GIORDANO BRUNO,Primaria,MATUTINO,Particular,PALMAS 164,"PALMAS 164, EL TORO, LA MAGDALENA CONTRERAS",EL TORO,LA MAGDALENA CONTRERAS,19.3111127,-99.2486736
INSTITUTO MEXICANO DE EDUCACIÓN PRIMARIA,Primaria,MATUTINO,Particular,AVENIDA THIERS NUM 201,"AVENIDA THIERS NUM 201, ANZURES, MIGUEL HIDALGO",ANZURES,MIGUEL HIDALGO,19.4352792,-99.1805687
ENRIQUE PESTALOZZI,Primaria,MATUTINO,Particular,CALLE 12 LOTE 15 MANZANA 30,"CALLE 12 LOTE 15 MANZANA 30, GUADALUPE PROLETARIA, GUSTAVO A. MADERO",GUADALUPE PROLETARIA,GUSTAVO A. MADERO,19.5234384,-99.157538400000007
MOTOLINIA CENTRO ESCOLAR DOLORES ECHEVERRIA ESPARZA,Primaria,MATUTINO,Particular,ABASOLO NUM 116,"ABASOLO NUM 116, TLALPAN, TLALPAN",VALLE DE TEPEPAN,TLALPAN,19.274348,-99.1440567
WEBSTER,Primaria,MATUTINO,Particular,FLORES MAGON NUM 62,"FLORES MAGON NUM 62, SANTA TERESA, LA MAGDALENA CONTRERAS",PEDREGAL 2 (CONJ HAB),LA MAGDALENA CONTRERAS,19.3069968,-99.2306669
COLEGIO DE LA VERA CRUZ,Primaria,MATUTINO,Particular,MANUEL GUTIERREZ ZAMORA 145,"MANUEL GUTIERREZ ZAMORA 145, LAS AGUILAS, ALVARO OBREGON",LAS AGUILAS,ALVARO OBREGON,19.3581751,-99.203562
INSTITUTO MONTINI,Primaria,MATUTINO,Particular,LOS JUAREZ NUM 31,"LOS JUAREZ NUM 31, SAN JOSE INSURGENTES, BENITO JUAREZ",SAN JOSE INSURGENTES,BENITO JUAREZ,19.3704856,-99.1866389
ELISA MARGARITA BERRUECOS,Primaria,MATUTINO,Particular,AV 2 NO 46,"AV 2 NO 46, SAN PEDRO DE LOS PINOS, BENITO JUAREZ",SAN PEDRO DE LOS  PINOS,BENITO JUAREZ,19.3930105,-99.1838093
COLEGIO DEL BOSQUE,Primaria,MATUTINO,Particular,BOSQUE DE HUIZACHES NUM. 3,"BOSQUE DE HUIZACHES NUM. 3, BOSQUES DE LAS LOMAS, CUAJIMALPA DE MORELOS",BOSQUES DE LAS LOMAS,CUAJIMALPA DE MORELOS,19.3889883,-99.2577837
10 DE MAYO,Primaria,MATUTINO,Particular,CALLE 17 NUM 220,"CALLE 17 NUM 220, PRO  HOGAR, AZCAPOTZALCO",PRO HOGAR II,AZCAPOTZALCO,19.4747641,-99.1542654
JUAN RAMON JIMENEZ,Primaria,MATUTINO,Particular,AV ACUEDUCTO NO. 6 7 8,"AV ACUEDUCTO NO. 6 7 8, SAN PEDRO ZACATENCO, GUSTAVO A. MADERO",SAN PEDRO ZACATENCO (PBLO),GUSTAVO A. MADERO,19.5073378,-99.1221931
"""""AMADO NERVO""""",Primaria,MATUTINO,Particular,CALLE 7 No. 272,"CALLE 7 No. 272, AGRICOLA PANTITLAN, IZTACALCO",PANTITLAN V,IZTACALCO,19.4114763,-99.0571564
WILLIAM JAMES,Primaria,MATUTINO,Particular,VAN DICK No. 110,"VAN DICK No. 110, SANTA MARIA NONOALCO, ALVARO OBREGON",SANTA MARIA NONOALCO,ALVARO OBREGON,19.3790286,-99.192685
"""""COLEGIO PRINCETON DEL SUR""""",Primaria,MATUTINO,Particular,AV DE LAS FUENTES NUM 218,"AV DE LAS FUENTES NUM 218, JARDINES DEL PEDREGAL, ALVARO OBREGON",JARDINES DEL PEDREGAL,ALVARO OBREGON,19.3266388,-99.2056395
COLEGIO ALAMOS,Primaria,MATUTINO,Particular,TOLEDO 134,"TOLEDO 134, ALAMOS, BENITO JUAREZ",ALAMOS II,BENITO JUAREZ,19.3960001,-99.1405888
TECELTICAN,Primaria,MATUTINO,Particular,CALLE SEIS S/N MANZANA 167 LOTE 59,"CALLE SEIS S/N MANZANA 167 LOTE 59, TEPEPAN, XOCHIMILCO",NATIVITAS LA JOYA (AMPL),XOCHIMILCO,19.2346997,-99.0965819
ESCUELA CONTINENTAL,Primaria,MATUTINO,Particular,ALGODONALES NO 56,"ALGODONALES NO 56, RINCONADA COAPA, TLALPAN",COAPA 2A SECCION-RAMOS MILLAN,TLALPAN,19.3002088,-99.1201524
BERNAL DIAZ DEL CASTILLO,Primaria,MATUTINO,Particular,PLAYA REGATAS No. 313,"PLAYA REGATAS No. 313, REFORMA IZTACCIHUATL NORTE, IZTACALCO",SANTIAGO SUR,IZTACALCO,19.3869312,-99.1289945
COLEGIO MAKARENKO,Primaria,MATUTINO,Particular,CALZADA MISTERIOS NUM 709,"CALZADA MISTERIOS NUM 709, INDUSTRIAL, GUSTAVO A. MADERO",TEPEYAC INSURGENTES,GUSTAVO A. MADERO,19.478878,-99.1206481
JOSEFINA MARIA VALENCIA,Primaria,MATUTINO,Particular,AV MORELOS NO 133,"AV MORELOS NO 133, SANTA ISABEL TOLA, GUSTAVO A. MADERO",NA,NA,19.5126382,-99.0886819
INSTITUTO VILLA DEL SUR,Primaria,MATUTINO,Particular,14 DE JULIO NO 38,"14 DE JULIO NO 38, HUICHAPAN, XOCHIMILCO",HUICHAPAN,XOCHIMILCO,19.2634593,-99.1180437
COLEGIO CARMEL,Primaria,MATUTINO,Particular,RANCHO ESTANZUELA No. 130,"RANCHO ESTANZUELA No. 130, HACIENDAS DE COYOACAN, COYOACAN",HACIENDAS DE COYOACAN (FRACC),COYOACAN,19.3043644,-99.1109678
RENE DESCARTES,Primaria,MATUTINO,Particular,VIVEROS NO. 33,"VIVEROS NO. 33, SANTA MARIA TOMATLAN, IZTAPALAPA",SANTA MARIA TOMATLAN (PBLO),IZTAPALAPA,19.3220183,-99.0984107
REED WALTER,Primaria,MATUTINO,Particular,PENSAMIENTO MZA 44 LOTE 35,"PENSAMIENTO MZA 44 LOTE 35, JUAN GONZALEZ ROMERO, GUSTAVO A. MADERO",JUAN GONZALEZ ROMERO,GUSTAVO A. MADERO,19.5056089,-99.0895959
LA PAZ DEL MUNDO PRIMARIA,Primaria,MATUTINO,Particular,NORTE 25 No. 60,"NORTE 25 No. 60, MOCTEZUMA 2A SECCION, VENUSTIANO CARRANZA",MOCTEZUMA 2A SECCION I,VENUSTIANO CARRANZA,19.4340706,-99.0985823
SARMIENTOCO ESCUELA BRITANICA AMERICANA,Primaria,MATUTINO,Particular,INSURGENTES SUR NO 4040,"INSURGENTES SUR NO 4040, TLALPAN, TLALPAN",TLALPAN CENTRO,TLALPAN,19.2867752,-99.1750243
LICEO EMPERADORES AZTECAS,Primaria,MATUTINO,Particular,MANUEL ACUÑA NO. 114,"MANUEL ACUÑA NO. 114, JACARANDAS, IZTAPALAPA",JACARANDAS,IZTAPALAPA,19.3472733,-99.0528716
MAHATMA GANDHI,Primaria,MATUTINO,Particular,EJIDO SAN LORENZO TEZONCO No. 184,"EJIDO SAN LORENZO TEZONCO No. 184, SAN FRANCISCO CULHUACAN, COYOACAN",SAN FRANCISCO CULHUACAN (PBLO),COYOACAN,19.3328007,-99.1219458
COLEGIO ANDRÉS OSUNA,Primaria,MATUTINO,Particular,BIOGRAFOS NO. 23,"BIOGRAFOS NO. 23, EL SIFON, IZTAPALAPA",EL SIFON,IZTAPALAPA,19.371045,-99.109075
COLEGIO BELFORT,Primaria,MATUTINO,Particular,ESCOLLO NUM. 225,"ESCOLLO NUM. 225, LAS AGUILAS AMPLIACION, ALVARO OBREGON",AGUILAS 3ER PARQUE,ALVARO OBREGON,19.3520883,-99.2201462
TOMAS MORO,Primaria,MATUTINO,Particular,MAGUEY No. 64,"MAGUEY No. 64, SAN JOSE DE LOS CEDROS, CUAJIMALPA DE MORELOS",SAN JOSE DE LOS CEDROS II,CUAJIMALPA DE MORELOS,19.3626419,-99.2909804
DECROLY,Primaria,MATUTINO,Particular,ZACATECAS 88,"ZACATECAS 88, ROMA NORTE, CUAUHTEMOC",ROMA NORTE III,CUAUHTEMOC,19.4158314,-99.1583504
ATLAPULCO,Primaria,MATUTINO,Particular,AV MEXICO ORIENTE NO. 48,"AV MEXICO ORIENTE NO. 48, SAN GREGORIO ATLAPULCO, XOCHIMILCO",SAN GREGORIO ATLAPULCO (PBLO),XOCHIMILCO,19.2529216,-99.0533248
AMOS COMENIO,Primaria,MATUTINO,Particular,AVENIDA ANDRÉS MOLINA ENRÍQUEZ No. 4337,"AVENIDA ANDRÉS MOLINA ENRÍQUEZ No. 4337, VIADUCTO PIEDAD, IZTACALCO",VIADUCTO PIEDAD,IZTACALCO,19.4021645,-99.1291731
BUCKINGHAM,Primaria,MATUTINO,Particular,PETEN NO 297,"PETEN NO 297, NARVARTE, BENITO JUAREZ",NARVARTE V,BENITO JUAREZ,19.3875303,-99.1533896
COLEGIO AXAYACATL,Primaria,MATUTINO,Particular,AV. CIRCUNVALACION No. 443,"AV. CIRCUNVALACION No. 443, CUCHILLA PANTITLAN, VENUSTIANO CARRANZA",CUCHILLA PANTITLAN,VENUSTIANO CARRANZA,19.4225546,-99.0588015
CENTRO EDUCATIVO EXEA,Primaria,MATUTINO,Particular,EJE 10 SUR No. 49,"EJE 10 SUR No. 49, LOS REYES, COYOACAN",PEDREGAL DE STO DOMINGO II,COYOACAN,19.3353498,-99.1604262
"""""FRIDA KAHLO""""",Primaria,MATUTINO,Particular,PATRIA NO 357,"PATRIA NO 357, LA LAGUNA TICOMAN, GUSTAVO A. MADERO",LA LAGUNA TICOMAN (BARR),GUSTAVO A. MADERO,19.5144896,-99.1312393
BIK'IT,Primaria,MATUTINO,Particular,AV. RÍO SOTO LA MARINA NO. 60,"AV. RÍO SOTO LA MARINA NO. 60, PASEOS DE CHURUBUSCO, IZTAPALAPA",PASEOS DE CHURUBUSCO,IZTAPALAPA,19.3862053,-99.0868028
COLEGIO DE LAS AMERICAS DE ARAGON,Primaria,MATUTINO,Particular,AV 608 NO 327,"AV 608 NO 327, SAN JUAN DE ARAGON, GUSTAVO A. MADERO",SAN JUAN DE ARAGON 4A  Y 5A SECCION (U HAB) II,GUSTAVO A. MADERO,19.4607842,-99.0635045
OLOF PALME,Primaria,MATUTINO,Particular,UNIDAD No. 35,"UNIDAD No. 35, EJIDOS DE HUIPULCO, TLALPAN",SAN LORENZO HUIPULCO,TLALPAN,19.2904849,-99.1478631
NIÑOS DE MÉXICO,Primaria,MATUTINO,Particular,ZACATECAS N. 154 Y 146,"ZACATECAS N. 154 Y 146, ROMA NORTE, CUAUHTEMOC",ROMA NORTE III,CUAUHTEMOC,19.4152837,-99.1609885
COLEGIO WALTER C. BUCHANAN,Primaria,MATUTINO,Particular,HOLBEIN NUM 61,"HOLBEIN NUM 61, SAN JUAN, BENITO JUAREZ",SAN JUAN,BENITO JUAREZ,19.3806563,-99.1835576
ANTONIO MACHADO Y RUIZ,Primaria,MATUTINO,Particular,RETORNO 807 No. 25,"RETORNO 807 No. 25, CENTINELA, COYOACAN",EL CENTINELA,COYOACAN,19.3362106,-99.1376935
BONAMPAK,Primaria,MATUTINO,Particular,RIO DE SAN JAVIER NO 262,"RIO DE SAN JAVIER NO 262, ACUEDUCTO DE GUADALUPE, GUSTAVO A. MADERO",ACUEDUCTO DE GUADALUPE (U HAB),GUSTAVO A. MADERO,19.5265236,-99.1477422
INSTITUTO ISAAC SABA MASRI,Primaria,MATUTINO,Particular,LAGO BANGUEOLO 36 B,"LAGO BANGUEOLO 36 B, GRANADA, MIGUEL HIDALGO",GRANADA,MIGUEL HIDALGO,19.4387883,-99.1920852
INSTITUTO VIENA,Primaria,MATUTINO,Particular,MANUEL NAVARRETE # 27,"MANUEL NAVARRETE # 27, ALGARIN, CUAUHTEMOC",ALGARIN,CUAUHTEMOC,19.4059502,-99.1434317
INSTITUTO CUMBRES BOSQUES,Primaria,MATUTINO,Particular,PASEO DE LOS AHUEHUETES NORTE 1251,"PASEO DE LOS AHUEHUETES NORTE 1251, LOMAS DE CHAMIZAL, CUAJIMALPA DE MORELOS",NA,NA,19.401021,-99.2557803
COLEGIO PALMERSTON,Primaria,MATUTINO,Particular,RANCHO CAMICHINES NUM. 19,"RANCHO CAMICHINES NUM. 19, NUEVA ORIENTAL, TLALPAN",NUEVA ORIENTAL COAPA-EX HACIENDA COAPA,TLALPAN,19.2970108,-99.1293371
"""""COLEGIO REIMS""""",Primaria,MATUTINO,Particular,CAFETALES NUM 239,"CAFETALES NUM 239, RINCONADA COAPA, TLALPAN",GRANJAS COAPA,TLALPAN,19.292886,-99.1150348
INSTITUTO CULTURAL DERECHOS HUMANOS,Primaria,MATUTINO,Particular,EMILIO N. ACOSTA NO. 62,"EMILIO N. ACOSTA NO. 62, SANTA MARTHA ACATITLA, IZTAPALAPA",STA MARTHA ACATITLA NTE (AMPL) I,IZTAPALAPA,19.3805157,-99.0216081
IVAN PETROVICH PAVLOV,Primaria,MATUTINO,Particular,AV MANI MANZ 146 LOTE 11,"AV MANI MANZ 146 LOTE 11, PEDREGAL DE SAN NICOLAS, TLALPAN",PEDREGAL DE SN NICOLAS 1A SECC,TLALPAN,19.2912899,-99.2379365
COLEGIO QUETZAL,Primaria,MATUTINO,Particular,AV. SUR 20 No.315,"AV. SUR 20 No.315, AGRICOLA ORIENTAL, IZTACALCO",AGRICOLA ORIENTAL III,IZTACALCO,19.3917497,-99.0731388
MONTE ROSA,Primaria,MATUTINO,Particular,GENARO GARCÍA No. 125,"GENARO GARCÍA No. 125, JARDIN BALBUENA, VENUSTIANO CARRANZA",JARDIN BALBUENA III,VENUSTIANO CARRANZA,19.4156619,-99.1070917
INSTITUTO KAPTA,Primaria,MATUTINO,Particular,EMILIANO ZAPATA 366,"EMILIANO ZAPATA 366, SANTA CRUZ ATOYAC, BENITO JUAREZ",STA CRUZ ATOYAC,BENITO JUAREZ,19.3674439,-99.1599079
CUICATL,Primaria,MATUTINO,Particular,AV CENTENARIO NUM 2057,"AV CENTENARIO NUM 2057, VILLA OBREGON, ALVARO OBREGON",BALCONES DE CEHUAYO,ALVARO OBREGON,19.3561274,-99.2397352
ANTOINE DE SAINT EXUPERY,Primaria,MATUTINO,Particular,BALBANERA NO. 29,"BALBANERA NO. 29, SAN LORENZO XICOTENCATL, IZTAPALAPA",SAN LORENZO XICOTENCATL (PBLO),IZTAPALAPA,19.3834199,-99.0297947
COLEGIO MALINALLI,Primaria,MATUTINO,Particular,CALLE 515 NO 236,"CALLE 515 NO 236, SAN JUAN DE ARAGON, GUSTAVO A. MADERO",SAN JUAN DE ARAGON 1A SECCION (U HAB) II,GUSTAVO A. MADERO,19.4646001,-99.0910776
CARLOS PELLICER CAMARA,Primaria,MATUTINO,Particular,EZEQUIEL MONTES 26,"EZEQUIEL MONTES 26, TABACALERA, CUAUHTEMOC",TABACALERA,CUAUHTEMOC,19.4385822,-99.155453
COLEGIO SERAPIO RENDÓN,Primaria,MATUTINO,Particular,GUINEA No. 41,"GUINEA No. 41, ROMERO RUBIO, VENUSTIANO CARRANZA",ROMERO RUBIO,VENUSTIANO CARRANZA,19.4412961,-99.1007232
